Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6X6jlvBAIC3EFjcKT3eMmt,"Toto","Toto","Ptazeta",2023-10-19,144193,17,jlx91,2023-10-20T08:08:46Z,"","Interscope Records",0.781,0.629,1,-5.881,1,0.267,0.169,0.0000177,0.0948,0.554,155.024,4
6gMj2DzKR2PjrrbNSwcGFR,"OA","OA","Anuel AA,Quevedo,Maluma,Mambo Kingz,DJ Luian",2023-10-13,235200,74,jlx91,2023-10-14T12:54:45Z,"reggaeton,trap latino,urbano latino,latin","Hear This Music",0.813,0.866,7,-3.239,1,0.0851,0.17,0,0.0421,0.647,99.994,4
4cZAR2921Wc6Yw9A4PamQ7,"Selva","Selva","Marilia Monzón",2023-10-19,218028,7,jlx91,2023-10-20T08:27:35Z,"","Esmerarte",0.669,0.758,6,-5.723,0,0.108,0.117,0,0.671,0.557,97.011,4
2YXZ01Qx1xABEfJvWJoSqQ,"Fiesta Paranormal","Fiesta Paranormal","DelBueno",2023-06-02,168000,0,jlx91,2023-11-09T00:03:36Z,"","DelBueno",0.726,0.786,10,-3.695,0,0.113,0.243,0,0.377,0.963,106.584,4
1aNE07vqk6DcT4kG76qGUi,"La Vida en Cholas","La Vida en Cholas","BEJO,Mabreezee",2023-08-31,177662,29,jlx91,2023-08-31T23:29:01Z,"","8=D",0.745,0.766,8,-5.19,1,0.193,0.413,0.0000871,0.349,0.57,154.081,4
5GtpLxt1nATe0TtoTRrRud,"FOCKIT","FOCKIT","Sara Socas,Marilina Bertoldi",2023-09-01,172035,25,jlx91,2023-09-05T11:51:11Z,"argentine rock,latin indie","Sara Socas distributed by Altafonte",0.844,0.854,6,-4.231,1,0.126,0.0136,0.0404,0.1,0.372,113.001,4
5DSfWY3njWct3RIWpA45j2,"BELLAKA","BELLAKA","ELIZALDE,Juseph,La Pantera,Dímelo Milo",2023-09-01,172653,24,jlx91,2023-09-01T14:13:14Z,"","La Vibra",0.867,0.658,1,-4.95,1,0.26,0.441,0,0.0959,0.711,97.964,4
5cbxlDxbq4fpwApGYlbFNs,"Relajao","Relajao","Ptazeta",2023-08-31,136063,26,jlx91,2023-09-01T13:59:03Z,"","Interscope Records",0.829,0.734,9,-4.628,1,0.136,0.165,0,0.112,0.59,127.014,4
43mPhAYXR1egXgpYFGqzQV,"Sabor Guajiro","Sabor Guajiro","NIA,El Taiger,DJ Conds",2023-08-11,164934,18,jlx91,2023-08-10T22:34:01Z,"flamenco urbano,flamenco pop,timba","Must Producciones distributed by Altafonte",0.84,0.881,11,-3.741,0,0.0979,0.0193,0.00289,0.0936,0.849,108.037,4
6XbtvPmIpyCbjuT0e8cQtp,"Columbia","Columbia","Quevedo",2023-07-07,186000,81,jlx91,2023-07-14T13:16:47Z,"reggaeton","Quevedo",0.668,0.712,5,-5.927,1,0.0381,0.369,0.0000213,0.108,0.264,100.02,4
2z6vCpMGkY9vmJqMCsbrnj,"Borracho Me Dolió","Borracho Me Dolió","Tutto Durán",2023-08-11,188160,32,jlx91,2023-08-14T11:46:46Z,"bachata","Goals Muzic",0.801,0.646,7,-7.685,0,0.0439,0.0636,0,0.182,0.817,124.987,4
7cDrgfNBHpLT4sV8eXNAYI,"HQDD","HQDD","La Pantera,Bdp Music",2023-07-20,155633,36,jlx91,2023-07-21T13:41:08Z,"","La Pantera",0.731,0.626,8,-7.745,0,0.283,0.134,0,0.11,0.418,140.051,4
1Fz16SDK0IZGOKqvgbJNbJ,"TEIDE","CÓDIGOS","Maikel Delacalle",2023-07-13,182967,32,jlx91,2023-07-14T13:16:23Z,"trap latino,latin r&b","Virgi Music Spain",0.839,0.759,9,-3.887,0,0.0525,0.102,0,0.457,0.394,111.939,4
4jOI70Kq9jCpGbxEt80c7m,"Intacto","Intacto","Agoney",2023-07-13,195840,27,jlx91,2023-07-14T13:19:10Z,"","Universal Music Spain S.L.",0.733,0.901,0,-4.213,1,0.051,0.0248,0,0.212,0.898,124.984,4
04hndiudEIdzbdiwC0HEUa,"Lo + deseado","MUCHACHITO","Juseph",2023-06-30,151836,0,jlx91,2023-07-03T12:44:53Z,"","Juseph",0.803,0.615,8,-5.141,1,0.108,0.0115,0,0.0861,0.429,98.113,4
1x4oso2c57gysztx3mbSUn,"Si Preguntas","Si Preguntas","Maikel Delacalle,BEJO",2023-06-29,182874,23,jlx91,2023-07-03T12:41:42Z,"trap latino,latin r&b","Virgin Music Spain",0.758,0.63,7,-7.591,0,0.258,0.287,0,0.14,0.637,90.046,4
2Z7eENXSEziekJ5FsZAEcX,"Tocar Tu Cuerpo","Tocar Tu Cuerpo","Ant Cosmos,Us",2023-05-12,230031,4,jlx91,2023-05-12T12:05:11Z,"","Ant Cosmos",0.847,0.715,5,-6.544,1,0.131,0.241,0.026,0.244,0.419,119.936,4
45SA1rb0SArlJ0AEBKnXeX,"Dry","El Tobogán","Cráneo,BEJO",2023-05-11,134200,39,jlx91,2023-05-12T11:42:28Z,"acid house","Cráneo & Bejo",0.739,0.854,6,-7.28,1,0.299,0.182,0.000521,0.465,0.841,92.973,4
4rKQ8daoK0aklVptea8A9E,"EL TONTO","EL DRAGÓN","Lola Indigo,Quevedo",2023-04-13,187986,66,jlx91,2023-04-14T10:36:16Z,"reggaeton","Universal Music Spain S.L.",0.799,0.797,0,-5.365,1,0.0879,0.412,0,0.235,0.694,110.015,4
5mAdwDf1rXsPdl69i4ITFL,"Shorty Nueva","Shorty Nueva","Juseph",2023-03-31,155631,0,jlx91,2023-04-05T11:20:11Z,"","Juseph",0.665,0.71,10,-5.245,1,0.138,0.0704,0,0.116,0.554,150.154,4
0rLScHF4uCvDC61mXWZvaN,"TURBO // Epifanía","TURBO // Epifanía","Cruz Cafuné",2023-03-31,164374,34,jlx91,2023-04-03T11:53:11Z,"","MÉCÈN Ent.",0.675,0.464,5,-11.669,0,0.126,0.309,0.0057,0.13,0.195,156.998,4
0O1l4OjHaOk2VYvSUL9Q7r,"La Respuesta","La Respuesta","Ptazeta,LIT killah",2023-03-30,168015,35,jlx91,2023-03-31T12:48:12Z,"argentine trap,trap latino,trap,urbano latino","Interscope Records",0.814,0.67,9,-6.629,0,0.0549,0.135,0,0.08,0.401,136.945,4
4aJzxp3gimtAdgJn3DL776,"Mami Chula","Mami Chula","JHAYCO,Quevedo",2023-04-28,220600,60,jlx91,2023-05-02T12:31:55Z,"reggaeton,trap latino,urbano latino","N&E Entertainment LLC",0.796,0.701,7,-3.599,0,0.0447,0.215,0,0.0946,0.325,119.986,4
5bT4dG3LR13mxeie4dsBXZ,"si te vas","si te vas","Ant Cosmos",2023-02-24,219724,2,jlx91,2023-03-22T00:12:38Z,"","Ant Cosmos",0.79,0.504,1,-10.774,0,0.0571,0.564,0.58,0.0927,0.832,118.007,4
0R4ZQFb0RmTAiQY22SbnSM,"Cosas Locas 2.0","Cosas Locas 2.0","Danny Romero,Saiko,Soge Culebra,Juseph,Lucho RK",2023-03-16,292800,47,jlx91,2023-03-16T23:51:49Z,"","Universal Music Spain S.L.",0.691,0.838,0,-3.015,1,0.102,0.139,0,0.174,0.566,100.034,4
4lLbBQWUqnWsxAiT1FcY6Z,"Un millón de locuras","Un millón de locuras","Dellacruz,Pepe Bernabé,Tatiana Delalvz",2023-03-16,195606,17,jlx91,2023-03-17T00:26:14Z,"flamenco pop,flamenco,flamenco urbano","Universal Music Spain S.L.",0.774,0.748,11,-6.962,1,0.213,0.265,0.0000165,0.7,0.868,99.073,4
2t6IxTASaSFkZEt61tQ6W6,"PLAYA DEL INGLÉS","PLAYA DEL INGLÉS","Quevedo,Myke Towers",2022-12-15,237525,61,jlx91,2022-12-15T11:06:37Z,"reggaeton,trap latino,urbano latino","WM Spain",0.793,0.736,7,-3.254,0,0.0469,0.0822,0,0.109,0.656,112.993,4
3L7xk3OegOjSmBSJ6P0W7g,"Mala Mala","Mala Mala","Ptazeta",2022-12-07,152000,27,jlx91,2022-12-15T12:39:45Z,"","Interscope Records",0.797,0.898,11,-4.617,1,0.0414,0.0415,0.00494,0.266,0.667,120.043,4
48QxWpp8xN8cgRHO6Ad9pQ,"a la mierda","a la mierda","Svarez,BEJO",2022-11-20,169795,29,jlx91,2022-11-21T21:19:21Z,"latin r&b","Suzuki Records",0.616,0.352,6,-12.888,0,0.597,0.702,0.00098,0.117,0.65,73.584,4
7twrzXBceJL2yyhDeaHfEF,"Mariana","Mariana","Ant Cosmos",2023-01-27,156554,6,jlx91,2023-01-27T12:55:18Z,"","Ant Cosmos",0.842,0.643,1,-9.515,0,0.114,0.277,0.84,0.108,0.667,114.966,4
4kvp38IVCQgMSuixcPz00L,"RAPIÑA | Barracudas #3","RAPIÑA | Barracudas #3","BEJO,Cruz Cafuné",2023-03-17,203366,28,jlx91,2023-03-17T00:02:32Z,"","8=D",0.789,0.605,1,-6.951,1,0.194,0.137,0.00446,0.358,0.484,150.014,4
4Rjq1TZbF0bDstOs6SiI6J,"LACONE","LACONE","Polimá Westcoast,Quevedo,Mora",2022-11-25,260952,64,jlx91,2022-11-25T18:46:03Z,"chilean trap,reggaeton chileno,chilean mambo,reggaeton,urbano latino,trap latino","Sony Music Entertainment Chile S.A",0.798,0.718,8,-6.237,0,0.0443,0.263,0,0.142,0.727,126.01,4
0ENT1ZlvE2r3ucbcFfMChK,"Number One","Number One","Chema Rivas,Ptazeta",2022-11-11,180958,27,jlx91,2022-11-21T21:10:13Z,"flamenco urbano","Sony Music Entertainment",0.863,0.658,1,-4.734,0,0.21,0.0825,0,0.124,0.574,98.016,4
6gN4xor5X60aNKrvyjMBPU,"CUÉNTALE","DONDE QUIERO ESTAR","Quevedo",2023-01-20,198000,59,jlx91,2023-01-25T13:17:09Z,"reggaeton","Quevedo",0.714,0.662,6,-6.626,0,0.152,0.222,0.00000503,0.176,0.275,119.972,4
2RlkORPOP3xu1NKICim7es,"DeLorean","DeLorean","B.Tal,Dellacruz",2022-10-14,163500,0,jlx91,2022-11-25T19:37:45Z,"flamenco pop","B.Tal",0.778,0.563,5,-7.907,0,0.139,0.37,0,0.155,0.555,119.967,4
0cK7FN4wPClb3A4FTvq8eN,"DESPACIO","DESPACIO","Fabbio,Camin,Juseph",2022-11-17,202666,24,jlx91,2022-11-21T22:05:58Z,"flamenco urbano,flamenco","Universal Music Spain S.L.",0.808,0.878,7,-3.385,0,0.0872,0.0742,0,0.0834,0.888,134.981,4
1cMKecsjaj51YNLd0PxnJx,"Si lo quieres","Si lo quieres","Rouss,Sara Socas",2022-06-10,175166,20,jlx91,2022-11-21T21:54:44Z,"","WM Spain",0.657,0.638,0,-4.789,1,0.093,0.118,0,0.059,0.741,179.979,4
4GIEo8RYCUEcwqJetl3MFS,"Escapar","Escapar","Ant Cosmos",2022-09-16,278000,9,jlx91,2022-11-21T21:11:30Z,"","Ant Cosmos",0.795,0.647,7,-13.065,1,0.2,0.279,0.564,0.108,0.244,119.988,4
0oBtwScT4B4BR5kZitNWd5,"PUNTO G","PUNTO G","Quevedo",2022-11-04,151324,62,jlx91,2022-11-21T21:07:21Z,"reggaeton","Quevedo",0.745,0.77,9,-3.653,1,0.14,0.218,0.00012,0.0504,0.629,92.044,4
